Past Convo,Tutor Response,Tutor Action,Prep,Color,Obj
"Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.'] Student: So, letto means bed? Tutor: Remember that  ""bed"" is  ""letto"" Student: Ok, I think I have it then, Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: la palla e sotto il letto","Good. And now, how do you say blue?","[True, False, False, False, False]",e sotto il,blu,letto
Tutor: Please try to fill in the blank in Italian.  Student: Il cane di fronte a all'albero viola.,"Close. Remember, in front of is ""e di fronte"". ","[False, False, True, False, False]",e di fronte,viola,all'albero
"Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa?",Do you remember how to say bunny?,"[True, False, False, False, False]",e di fronte al,rosa,coniglio
"Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.'] Student: So, letto means bed? Tutor: Remember that  ""bed"" is  ""letto"" Student: Ok, I think I have it then, Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: la palla e sotto il letto Tutor: Remember that  ""blue"" is  ""blu"" Student: la palla e sotto il blu letto",The color should follow the noun it modifies. What should the sentence look like with this correction? ,"[True, False, True, False, False]",e sotto il,blu,letto
"Tutor: Please try to fill in the blank in Italian.  Student: how do you say box? Tutor: Remember that  ""box"" is  ""scatola"" Student: e dentro de la scatola amarilla","Close, the Italian word for yellow is 'gialla' because box is feminine. ","[False, True, True, False, False]",e dentro la,gialla,scatola
"Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.'] Student: So, letto means bed? Tutor: Remember that  ""bed"" is  ""letto"" Student: Ok, I think I have it then, Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: la palla e sotto il letto",What color is the bed?,"[True, False, False, False, False]",e sotto il,blu,letto
Tutor: Please try to fill in the blank in Italian.  Student: Il cane di fronte a all'albero viola.,"An ""e"" needs to be in front of the word 'di'. You also have an extra 'a'.","[False, True, True, False, False]",e di fronte,viola,all'albero
"Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa?",Do you think you need three 'di' in your sentence? ,"[True, False, False, False, False]",e di fronte al,rosa,coniglio
"Tutor: ""Is Behind The"" is ""e dietro la"". Please try to fill in the blank in Italian.  Student: How to say ""yellow box"" in Italian?","""Yellow"" is ""gialla"" and ""box"" is ""scatola"".","[False, True, False, False, False]",e dietro la,gialla,scatola
Tutor: Please try to fill in the blank in Italian.  Student: How do I say is under the?,"""Is under the"" is ""e sotto"" in Italian.","[False, True, False, False, False]",e sotto,rosso,l'albero
"Tutor: ""Red"" is ""rosso"". Please try to fill in the blank in Italian.  Student: red is rosso",Correct. Now try to finish the phrase.,"[False, False, False, True, False]",e di fronte,rosso,all'albero
"Tutor: Please try to fill in the blank in Italian.  Student: il cane e all'interno della scatola verde Tutor: Remember that  ""green"" is ""verde"" Student: il cane e allinterno della scatola verde Tutor: Nope. Is there other words instead of  ""dentro"" and ""la doggo""? Student: il cane e al linterno della scatola verde Tutor: Remember that  ""is inside of the"" is  ""e dentro la"" Student: il cane e all interno della scatola verde","Not quite, try again.","[True, False, False, False, False]",e dentro la,verde,scatola
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: How do you say pink box/","""Pink box"" is ""scatola rosa"".","[False, True, False, False, False]",e di fronte alla,rosa,scatola
"Tutor: ""Is Behind The"" is ""e dietro la"". Please try to fill in the blank in Italian.  Student: How to say ""yellow box"" in Italian?",gialla scatola,"[False, True, False, False, False]",e dietro la,gialla,scatola
Tutor: Please try to fill in the blank in Italian.  Student: How do I say is under the?,e sotto,"[False, True, False, False, False]",e sotto,rosso,l'albero
"Tutor: ""Red"" is ""rosso"". Please try to fill in the blank in Italian.  Student: red is rosso",Correct,"[False, False, False, True, False]",e di fronte,rosso,all'albero
"Tutor: Please try to fill in the blank in Italian.  Student: il cane e all'interno della scatola verde Tutor: Remember that  ""green"" is ""verde"" Student: il cane e allinterno della scatola verde Tutor: Nope. Is there other words instead of  ""dentro"" and ""la doggo""? Student: il cane e al linterno della scatola verde Tutor: Remember that  ""is inside of the"" is  ""e dentro la"" Student: il cane e all interno della scatola verde",Remember that the dog is inside of the box,"[False, True, False, False, False]",e dentro la,verde,scatola
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: How do you say pink box/",rosa scatola,"[False, True, False, False, False]",e di fronte alla,rosa,scatola
"Tutor: ""Is Behind The"" is ""e dietro la"". Please try to fill in the blank in Italian.  Student: How to say ""yellow box"" in Italian?","Well, ""yellow"" is ""gialla"" and ""box"" is ""scatola"". Can you fill in the blank now?","[True, True, False, False, False]",e dietro la,gialla,scatola
Tutor: Please try to fill in the blank in Italian.  Student: How do I say is under the?,"You would say ""e sotto"". Can you fill in any of the rest of the information?","[True, True, False, False, False]",e sotto,rosso,l'albero
"Tutor: ""Red"" is ""rosso"". Please try to fill in the blank in Italian.  Student: red is rosso",Correct. Do you know the word for tree?,"[True, False, False, True, False]",e di fronte,rosso,all'albero
"Tutor: Please try to fill in the blank in Italian.  Student: il cane e all'interno della scatola verde Tutor: Remember that  ""green"" is ""verde"" Student: il cane e allinterno della scatola verde Tutor: Nope. Is there other words instead of  ""dentro"" and ""la doggo""? Student: il cane e al linterno della scatola verde Tutor: Remember that  ""is inside of the"" is  ""e dentro la"" Student: il cane e all interno della scatola verde","Close, but we say ""e dentro la"" to mean ""is inside of the"".","[False, True, True, True, False]",e dentro la,verde,scatola
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: How do you say pink box/","Well, box is ""scatola"" and pink is ""rosa"". Can you fill in the blank now?","[True, True, False, False, False]",e di fronte alla,rosa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to""? Tutor: Hmm...  ""is next to the"" is ""e accanto al"" Student: Ok! And what is the word for ""bunny"" again?","Ok, the word for ""bunny"" is ""coniglio"". Can you put the phrase together now?","[True, True, False, False, False]",e accanto al,viola,coniglio
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: il cane e di fronte al. ","Remember that ""bunny"" is ""coniglio"".","[False, True, False, False, False]",e di fronte al,giallo,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: coniglio e di toppe il purpe bedde,"Ok, the word for ""bed"" is ""letto"".","[False, True, False, False, False]",e in cima al,viola,letto
"Tutor: ""Plant"" is ""pianta"". Please try to fill in the blank in Italian.  Student: Hello? Tutor: alla (""to the"") is used when the following word (pianta) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word. Student: il coniglio alla pianta verde Tutor: Remember what plant is in Italian, is cane Student:  il coniglio alla cane verde","Ok, remember that ""is next to the"" is ""e vicino alla"".","[False, True, False, False, False]",e vicino alla,verde,pianta
Tutor: Please try to fill in the blank in Italian.  Student: How do you say purple again?,"Well, ""purple"" is ""viola"".","[False, True, False, False, False]",e dietro la,viola,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to""? Tutor: Hmm...  ""is next to the"" is ""e accanto al"" Student: Ok! And what is the word for ""bunny"" again?",Bunny is 'coniglio'. What is the word for purple? ,"[True, True, False, False, False]",e accanto al,viola,coniglio
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: il cane e di fronte al. ",What is the dog in front of? That should go on the end. ,"[True, False, True, False, False]",e di fronte al,giallo,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: coniglio e di toppe il purpe bedde,"You need ""e in cima al"" in order to say on top of. Can you remember the correct word for purple? Remember, it looks like the word 'violet'. ","[True, True, True, False, False]",e in cima al,viola,letto
"Tutor: ""Plant"" is ""pianta"". Please try to fill in the blank in Italian.  Student: Hello? Tutor: alla (""to the"") is used when the following word (pianta) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word. Student: il coniglio alla pianta verde Tutor: Remember what plant is in Italian, is cane Student:  il coniglio alla cane verde","How do you say ""is next to""? Can you remember? ","[True, False, False, False, False]",e vicino alla,verde,pianta
Tutor: Please try to fill in the blank in Italian.  Student: How do you say purple again?,Purple looks like the word violet. Can you take a guess? ,"[True, True, False, False, False]",e dietro la,viola,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to""? Tutor: Hmm...  ""is next to the"" is ""e accanto al"" Student: Ok! And what is the word for ""bunny"" again?","""Bunny"" is ""coniglio"" in Italian. Now, how do you say purple?","[False, True, False, False, False]",e accanto al,viola,coniglio
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: il cane e di fronte al. ","Good. Now, how do you say bunny?","[True, False, False, False, False]",e di fronte al,giallo,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: coniglio e di toppe il purpe bedde,"""Is on top of the"" is ""e in cima al"".","[False, True, False, False, False]",e in cima al,viola,letto
"Tutor: ""Plant"" is ""pianta"". Please try to fill in the blank in Italian.  Student: Hello? Tutor: alla (""to the"") is used when the following word (pianta) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word. Student: il coniglio alla pianta verde Tutor: Remember what plant is in Italian, is cane Student:  il coniglio alla cane verde","Remember, ""is next to the"" is ""e vicino alla"" in Italian.","[False, True, False, False, False]",e vicino alla,verde,pianta
Tutor: Please try to fill in the blank in Italian.  Student: How do you say purple again?,"Purple is viola. Now, how do you say box?","[False, True, False, False, False]",e dietro la,viola,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: Il cane di fronte a all'albero viola. Tutor: all' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l' (""the"") Student: Oh. I didn't know that. That applies to nouns that begin with a vowel? Tutor: Almost. Here's a hint.  The word for ""purple"" is ""viola"". Student: OK. What is the word for in front of?","""In front of"" is ""e di fronte"".","[False, True, False, False, False]",e di fronte,viola,all'albero
"Tutor: ""Is Behind The"" is ""e dietro"". Please try to fill in the blank in Italian.  Student:  what is italian for blue? Tutor: Remember that  ""blue"" is ""blu"" Student: What is Italian for tree?","Ok, ""tree"" would be ""l'albero"".","[False, True, False, False, False]",e dietro,blu,l'albero
"Tutor: Please try to fill in the blank in Italian.  Student: La borsa e dietro la gialla scatola. Tutor: Okay, I'll give you a hint.  ""is in front of the"" is  ""e di fronte alla"" Student: How to say ""purple"" in Italian? Tutor: OK,  ""purple"" is ""viola"" Student: La borsa e di fronte la viola scatola. Tutor: ['alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all\' and prepended to the word.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.  '] Student: I understand. Tutor: Sure, it's ""e di di fronte."" Then add ""alla"" for ""the,"" if necessary. Student: OK.",Do you think you can put together the phrase in Italian now?,"[True, False, False, False, False]",e di fronte alla,viola,scatola
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: Oh. That should be no problem!  Tutor: Sure, it's ""e di di fronte."" Then add ""alla"" for ""the,"" if necessary. Student: I'm not sure how to say pink box. Is it scatola rosa?","Yes, that's right! Can you finish the phrase in Italian?","[True, False, False, True, False]",e di fronte alla,rosa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: how do you say box? Tutor: Hmm...  ""is behind the"" is ""e dietro la"" Student: il gatoo e dietro la boxi.","Well, ""box"" is ""scatola"".","[False, True, False, False, False]",e dietro la,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: Il cane di fronte a all'albero viola. Tutor: all' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l' (""the"") Student: Oh. I didn't know that. That applies to nouns that begin with a vowel? Tutor: Almost. Here's a hint.  The word for ""purple"" is ""viola"". Student: OK. What is the word for in front of?","""e di fronte"" is how you say in front of","[False, True, False, False, False]",e di fronte,viola,all'albero
"Tutor: ""Is Behind The"" is ""e dietro"". Please try to fill in the blank in Italian.  Student:  what is italian for blue? Tutor: Remember that  ""blue"" is ""blu"" Student: What is Italian for tree?",l'albero is tree,"[False, True, False, False, False]",e dietro,blu,l'albero
"Tutor: Please try to fill in the blank in Italian.  Student: La borsa e dietro la gialla scatola. Tutor: Okay, I'll give you a hint.  ""is in front of the"" is  ""e di fronte alla"" Student: How to say ""purple"" in Italian? Tutor: OK,  ""purple"" is ""viola"" Student: La borsa e di fronte la viola scatola. Tutor: ['alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all\' and prepended to the word.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.  '] Student: I understand. Tutor: Sure, it's ""e di di fronte."" Then add ""alla"" for ""the,"" if necessary. Student: OK.","okay, can you put it all together now?","[True, False, False, False, False]",e di fronte alla,viola,scatola
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: Oh. That should be no problem!  Tutor: Sure, it's ""e di di fronte."" Then add ""alla"" for ""the,"" if necessary. Student: I'm not sure how to say pink box. Is it scatola rosa?","Yes, perfecct! now finish the sentence","[False, False, False, True, False]",e di fronte alla,rosa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: how do you say box? Tutor: Hmm...  ""is behind the"" is ""e dietro la"" Student: il gatoo e dietro la boxi.",almost.  Il gatto e dietro la scatola rossa. (box red).  ,"[False, True, True, False, False]",e dietro la,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: Il cane di fronte a all'albero viola. Tutor: all' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l' (""the"") Student: Oh. I didn't know that. That applies to nouns that begin with a vowel? Tutor: Almost. Here's a hint.  The word for ""purple"" is ""viola"". Student: OK. What is the word for in front of?","The word for tree is ""albero"". When we want to say ""to the tree"", we make a contraction from al (""to"") and l' (the"") to make it ""all'albero.  To say ""is in front of the"" is ""E di fronte"". ","[False, True, False, False, False]",e di fronte,viola,all'albero
"Tutor: ""Is Behind The"" is ""e dietro"". Please try to fill in the blank in Italian.  Student:  what is italian for blue? Tutor: Remember that  ""blue"" is ""blu"" Student: What is Italian for tree?","The word for ""tree"" is ""albero"". To say, ""the tree"" is ""l'albero"" to say ""to the tree"" is ""all'albero"".  Can you say, ""the tree is blue"" in Italian?","[True, True, False, False, True]",e dietro,blu,l'albero
"Tutor: Please try to fill in the blank in Italian.  Student: La borsa e dietro la gialla scatola. Tutor: Okay, I'll give you a hint.  ""is in front of the"" is  ""e di fronte alla"" Student: How to say ""purple"" in Italian? Tutor: OK,  ""purple"" is ""viola"" Student: La borsa e di fronte la viola scatola. Tutor: ['alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all\' and prepended to the word.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.  '] Student: I understand. Tutor: Sure, it's ""e di di fronte."" Then add ""alla"" for ""the,"" if necessary. Student: OK.","Okay. Let's try it again. Remember that the adjectives, or color words in this case, modify the noun. So instead of la viola scatola, you would say la scatola viola. Can you try it again?","[True, True, True, False, False]",e di fronte alla,viola,scatola
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: Oh. That should be no problem!  Tutor: Sure, it's ""e di di fronte."" Then add ""alla"" for ""the,"" if necessary. Student: I'm not sure how to say pink box. Is it scatola rosa?","Si! Yes! Ben fatto! Well done!  Pink box is ""scatola rosa"". Now can you put it all together?","[True, False, False, True, False]",e di fronte alla,rosa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: how do you say box? Tutor: Hmm...  ""is behind the"" is ""e dietro la"" Student: il gatoo e dietro la boxi.","""Boxi""? No, I don't think so! The word for box is ""scatola"". Say it to yourself several times. Scatola, scatola,..... Now let's see if you can fill in the blank in Italian. ","[True, True, True, False, True]",e dietro la,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say is under in Italian? Tutor: Remember that  ""is under the"" is ""e sotto il"" Student: Ok thanks. What is the word for table in Italian?",table in Italian would be tavolo.,"[True, True, False, False, False]",e sotto il,rosa,tavolo
"Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny?",e di fronte al coniglio,"[False, True, False, False, False]",e di fronte al,rosa,coniglio
"Tutor: Please try to fill in the blank in Italian.  Student: What is is next to? Tutor: Almost. Here's a hint.  The word for ""purple"" is ""viola"". Student: par de mesa viola Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e accanto al"" Student: e accanto al mesa viola",Everything is correct except you used the Spanish word for table instead of the Italian. The Italian word for table is travolo.,"[False, True, True, True, False]",e accanto al,viola,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say bag? Tutor: Why don't you try filling in what you can. Student: e dentro al bag blu Tutor: Well,  ""is inside of the"" is  ""e dentro la"" Student: Okay, so e dentro la bag blu",Bag in Italian is borsa.,"[False, True, False, False, False]",e dentro la,blu,borsa
"Tutor: ""Box"" is ""scatola"". Please try to fill in the blank in Italian.  Student: il cane es en scatola Tutor: ""e dentro la"" is inside of the. Student: il cane e dentro la scatola",What color is the box?,"[True, False, False, False, False]",e dentro la,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say is under in Italian? Tutor: Remember that  ""is under the"" is ""e sotto il"" Student: Ok thanks. What is the word for table in Italian?","It is ""tavolo.""","[False, True, False, False, False]",e sotto il,rosa,tavolo
"Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny?","I'll give you a hint, ""In front of the"" is ""e di fronte al.""","[False, True, False, False, False]",e di fronte al,rosa,coniglio
"Tutor: Please try to fill in the blank in Italian.  Student: What is is next to? Tutor: Almost. Here's a hint.  The word for ""purple"" is ""viola"". Student: par de mesa viola Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e accanto al"" Student: e accanto al mesa viola","All correct except ""mesa"" is not table in Italian. Do you remember the word for table in Italian?","[True, False, True, True, False]",e accanto al,viola,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say bag? Tutor: Why don't you try filling in what you can. Student: e dentro al bag blu Tutor: Well,  ""is inside of the"" is  ""e dentro la"" Student: Okay, so e dentro la bag blu","Almost except for the word ""bag"". Can you remember the word for bag in Italian?","[False, False, True, True, False]",e dentro la,blu,borsa
"Tutor: ""Box"" is ""scatola"". Please try to fill in the blank in Italian.  Student: il cane es en scatola Tutor: ""e dentro la"" is inside of the. Student: il cane e dentro la scatola","Yes, except you are missing the color.","[False, False, True, True, False]",e dentro la,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say is under in Italian? Tutor: Remember that  ""is under the"" is ""e sotto il"" Student: Ok thanks. What is the word for table in Italian?",Table in Italiana is 'tavolo'. ,"[False, True, False, False, False]",e sotto il,rosa,tavolo
"Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny?","Bunny is 'coniglio'. ""e di fronte al' would be 'in front of'. ","[True, True, False, False, False]",e di fronte al,rosa,coniglio
"Tutor: Please try to fill in the blank in Italian.  Student: What is is next to? Tutor: Almost. Here's a hint.  The word for ""purple"" is ""viola"". Student: par de mesa viola Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e accanto al"" Student: e accanto al mesa viola",Il tavolo is the Italian word for Table. ,"[False, True, True, False, False]",e accanto al,viola,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say bag? Tutor: Why don't you try filling in what you can. Student: e dentro al bag blu Tutor: Well,  ""is inside of the"" is  ""e dentro la"" Student: Okay, so e dentro la bag blu",Bag in Italian is 'borsa'. ,"[False, True, True, False, False]",e dentro la,blu,borsa
"Tutor: ""Box"" is ""scatola"". Please try to fill in the blank in Italian.  Student: il cane es en scatola Tutor: ""e dentro la"" is inside of the. Student: il cane e dentro la scatola",What color is the box? ,"[True, False, False, False, False]",e dentro la,rossa,scatola
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: il cane e di fronte al.  Tutor: Well,  ""bunny"" is  ""coniglio"" Student: What thes word for yellow? I almost have it.  Tutor: Can you try filling in the blank to the best of your ability? Student: il cane e di cronte al coniglio. ","The word giallo is yellow. And, do you mean cronte or something else? Are you sure that's the right pronunciation?","[False, True, False, False, False]",e di fronte al,giallo,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: What is is next to?,You can start with e accanto.,"[False, True, False, False, False]",e accanto al,viola,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: la painta el accanto la coniglio Tutor: Bunny is coniglio and bunny is cane. Please try again Student: la painta el accanto la coniglio roja Tutor: Hmm...  ""is next to the"" is  ""e accanto al"" Student: la painta el accanto al coniglio roja.","Al coniglio, good!","[False, False, False, True, False]",e accanto al,rosso,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: How do you say bag?,What is in the borsa?,"[True, True, False, False, False]",e dentro la,blu,borsa
Tutor: Please try to fill in the blank in Italian.  Student: Wow. How do I say is inside of?,Can you remember the blue bag? How did you say that?,"[True, False, False, False, False]",e dentro la,rossa,borsa
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: il cane e di fronte al.  Tutor: Well,  ""bunny"" is  ""coniglio"" Student: What thes word for yellow? I almost have it.  Tutor: Can you try filling in the blank to the best of your ability? Student: il cane e di cronte al coniglio. ","Ben fatto! Well done! Now let's add the word for yellow, ""Il cane e di cronte al coniglio.....?""","[True, False, False, True, False]",e di fronte al,giallo,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: What is is next to?,"""Is next to the"" is ""e accanto al"". If you say ""e accanto al"" in your head several times, it might help you to remember it. Please try to fill in the blank it Italian. ","[True, True, False, False, True]",e accanto al,viola,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: la painta el accanto la coniglio Tutor: Bunny is coniglio and bunny is cane. Please try again Student: la painta el accanto la coniglio roja Tutor: Hmm...  ""is next to the"" is  ""e accanto al"" Student: la painta el accanto al coniglio roja.","Ben fatto! Well done!   I'm sorry, I misspoke. Bunny is coniglio and DOG is cane.  ","[False, False, False, True, True]",e accanto al,rosso,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: How do you say bag?,"The word for ""bag"" in Italian also begins with the letter ""B"". Do you remember?...... The word for ""bag"" is ""borsa"". ","[True, True, False, False, True]",e dentro la,blu,borsa
Tutor: Please try to fill in the blank in Italian.  Student: Wow. How do I say is inside of?,"""Is inside of the"" is ""e dentro la"", ""e dentro la"".  Now please try to fill in the blank in Italian","[True, True, False, False, True]",e dentro la,rossa,borsa
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: il cane e di fronte al.  Tutor: Well,  ""bunny"" is  ""coniglio"" Student: What thes word for yellow? I almost have it.  Tutor: Can you try filling in the blank to the best of your ability? Student: il cane e di cronte al coniglio. ",Almost! You misspelled fronte. I'll give you a hint. Yellow in Italian is giallo.,"[False, True, True, True, False]",e di fronte al,giallo,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: What is is next to?,"""Is next to the"" in Italian is ""e accanto al."" Are you able to fill in the blank now?","[True, True, False, False, False]",e accanto al,viola,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: la painta el accanto la coniglio Tutor: Bunny is coniglio and bunny is cane. Please try again Student: la painta el accanto la coniglio roja Tutor: Hmm...  ""is next to the"" is  ""e accanto al"" Student: la painta el accanto al coniglio roja.","Almost! ""La pianta"" is misspelled. Do you know the word for red in Italian? Roja is incorrect.","[True, False, True, True, False]",e accanto al,rosso,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: How do you say bag?,"""The bag"" in Italian is ""la borsa."" Are you able to fill in the blank now?","[True, True, False, False, False]",e dentro la,blu,borsa
Tutor: Please try to fill in the blank in Italian.  Student: Wow. How do I say is inside of?,"""Is inside of the"" in Italian is ""e dentro la."" Are you able to fill in the blank now?","[True, True, False, False, False]",e dentro la,rossa,borsa
Tutor: Please try to fill in the blank in Italian.  Student: What is the word for yellow?,Giallo.,"[False, True, False, False, False]",e dietro la,gialla,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say blue? Tutor: OK,  ""blue"" is ""blu"" Student: how do you say ""is under the""? Tutor: Almost. Here's a hint.  The word for ""blue"" is ""blu"". Student: la panna l'alburo blu? Tutor: Remember that  ""is under the"" is  ""e sotto"" Student: and how do you day tree?","Whoops! you said ""the cream tree blue""!  L'aburo is very close, just change the ""u"" to an ""e""...l'abero is tree. Remember to include ""e sotto"" for under.","[False, True, True, False, False]",e sotto,blu,l'albero
"Tutor: Please try to fill in the blank in Italian.  Student: e si cima ell yellow table Tutor: Hmm...  ""is on top of the"" is  ""e in cima al"" Student: e in cima al and yellow table Tutor: Okay, I'll give you a hint.  ""table"" is  ""tavolo"" Student: e in cima al tavolo yeller",You are almost there! Giallo is the word for yellow.,"[False, True, False, True, False]",e in cima al,giallo,tavolo
"Tutor: ""Plant"" is ""pianta"". Please try to fill in the blank in Italian.  Student: Hello? Tutor: alla (""to the"") is used when the following word (pianta) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word. Student: il coniglio alla pianta verde","Great! ""e vicino"" means is next. ","[False, True, False, True, False]",e vicino alla,verde,pianta
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: How do you say blue box in Italian?","Let's try and break it down into very small chunks first. I just told you how to say ""is inside of the"". Try that part and just do your best with the rest. We can have fun...If you don't know a word, try to make it sound italian.....use blue boxo for  blue box.","[False, False, False, False, True]",e dentro la,blu,scatola
Tutor: Please try to fill in the blank in Italian.  Student: What is the word for yellow?,The word for yellow is 'gialla'. ,"[False, True, False, False, False]",e dietro la,gialla,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say blue? Tutor: OK,  ""blue"" is ""blu"" Student: how do you say ""is under the""? Tutor: Almost. Here's a hint.  The word for ""blue"" is ""blu"". Student: la panna l'alburo blu? Tutor: Remember that  ""is under the"" is  ""e sotto"" Student: and how do you day tree?","You were close on your guess, simply change the 'u' to 'e' in your last attempt for the word tree and it will be correct. ","[False, False, True, False, False]",e sotto,blu,l'albero
