Past Convo,Student Repsonse,"Actions (guess, question, affirmation, other)"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say bag? Tutor: Why don't you try filling in what you can. Student: e dentro al bag blu Tutor: Well,  ""is inside of the"" is  ""e dentro la"" Student: Okay, so e dentro la bag blu Tutor: Remember that  ""bag"" is  ""borsa""",That's like in Spanish! Is is e dentro la borsa blu?,"[True, False, True, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say bag? Tutor: Why don't you try filling in what you can. Student: e dentro al bag blu Tutor: Well,  ""is inside of the"" is  ""e dentro la"" Student: Okay, so e dentro la bag blu Tutor: Remember that  ""bag"" is  ""borsa"" Student: That's like in Spanish! Is is e dentro la borsa blu? Tutor: Please try to fill in the blank in Italian. ",Is it al fronto la box verde?,"[True, False, False, False]"
 Tutor: Please try to fill in the blank in Italian.  Student: Is it al fronto la box verde? Tutor: Box is scatola and box is cane. Please try again,Ok right. Is is al fronto la scatola verde?,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: Is it al fronto la box verde? Tutor: Box is scatola and box is cane. Please try again Student: Ok right. Is is al fronto la scatola verde? Tutor: Remember what box is in Italian, is cane","Wait, is box scatola or cane?","[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: Is it al fronto la box verde? Tutor: Box is scatola and box is cane. Please try again Student: Ok right. Is is al fronto la scatola verde? Tutor: Remember what box is in Italian, is cane Student: Wait, is box scatola or cane? Tutor: Great, now do you remember how to say green?",Is it verde?,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: Is it al fronto la box verde? Tutor: Box is scatola and box is cane. Please try again Student: Ok right. Is is al fronto la scatola verde? Tutor: Remember what box is in Italian, is cane Student: Wait, is box scatola or cane? Tutor: Great, now do you remember how to say green? Student: Is it verde? Tutor: Box is scatola and box is cane. Please try again",How do you say in front of?,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: Is it al fronto la box verde? Tutor: Box is scatola and box is cane. Please try again Student: Ok right. Is is al fronto la scatola verde? Tutor: Remember what box is in Italian, is cane Student: Wait, is box scatola or cane? Tutor: Great, now do you remember how to say green? Student: Is it verde? Tutor: Box is scatola and box is cane. Please try again Student: How do you say in front of? Tutor: OK,  ""is in front of the"" is ""e di fronte alla""",Is the answer e di fronte alla scatola verde?,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: Is it al fronto la box verde? Tutor: Box is scatola and box is cane. Please try again Student: Ok right. Is is al fronto la scatola verde? Tutor: Remember what box is in Italian, is cane Student: Wait, is box scatola or cane? Tutor: Great, now do you remember how to say green? Student: Is it verde? Tutor: Box is scatola and box is cane. Please try again Student: How do you say in front of? Tutor: OK,  ""is in front of the"" is ""e di fronte alla"" Student: Is the answer e di fronte alla scatola verde? Tutor: Please try to fill in the blank in Italian. ",Is it e dentro la scatola rosa?,"[True, False, False, False]"
" Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian. ",e dentro la,"[False, False, True, False]"
" Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: e dentro la Tutor: ill cane e dentro la rosa",What is bag in italian?,"[False, True, False, False]"
" Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: e dentro la Tutor: ill cane e dentro la rosa Student: What is bag in italian? Tutor: Well,  ""bag"" is  ""borsa""",e dentro la borsa rosa,"[True, False, False, False]"
" Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: e dentro la Tutor: ill cane e dentro la rosa Student: What is bag in italian? Tutor: Well,  ""bag"" is  ""borsa"" Student: e dentro la borsa rosa Tutor: Please try to fill in the blank in Italian. ",how do you say box?,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: how do you say box? Tutor: Remember that  ""box"" is  ""scatola""",e dentro de la scatola amarilla,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: how do you say box? Tutor: Remember that  ""box"" is  ""scatola"" Student: e dentro de la scatola amarilla Tutor: OK,  ""is inside of the"" is  ""e dentro la""",e dentro la scatola amarilla,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: how do you say box? Tutor: Remember that  ""box"" is  ""scatola"" Student: e dentro de la scatola amarilla Tutor: OK,  ""is inside of the"" is  ""e dentro la"" Student: e dentro la scatola amarilla Tutor: Box is scatola and box is cane. Please try again",What is yellow?,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: how do you say box? Tutor: Remember that  ""box"" is  ""scatola"" Student: e dentro de la scatola amarilla Tutor: OK,  ""is inside of the"" is  ""e dentro la"" Student: e dentro la scatola amarilla Tutor: Box is scatola and box is cane. Please try again Student: What is yellow? Tutor: Well,  ""yellow"" is ""gialla""",e dentro la scatola gialla,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: how do you say box? Tutor: Remember that  ""box"" is  ""scatola"" Student: e dentro de la scatola amarilla Tutor: OK,  ""is inside of the"" is  ""e dentro la"" Student: e dentro la scatola amarilla Tutor: Box is scatola and box is cane. Please try again Student: What is yellow? Tutor: Well,  ""yellow"" is ""gialla"" Student: e dentro la scatola gialla Tutor: Please try to fill in the blank in Italian. ",What is is next to?,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: What is is next to? Tutor: Almost. Here's a hint.  The word for ""purple"" is ""viola"".",par de mesa viola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: What is is next to? Tutor: Almost. Here's a hint.  The word for ""purple"" is ""viola"". Student: par de mesa viola Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e accanto al""",e accanto al mesa viola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: What is is next to? Tutor: Almost. Here's a hint.  The word for ""purple"" is ""viola"". Student: par de mesa viola Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e accanto al"" Student: e accanto al mesa viola Tutor: OK,  ""table"" is  ""tavolo""",par de tavolo viola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: What is is next to? Tutor: Almost. Here's a hint.  The word for ""purple"" is ""viola"". Student: par de mesa viola Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e accanto al"" Student: e accanto al mesa viola Tutor: OK,  ""table"" is  ""tavolo"" Student: par de tavolo viola Tutor: al (""to the"", or ""of the"") is used when the following word (tavolo) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the"").",e accanto al tavolo viola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: What is is next to? Tutor: Almost. Here's a hint.  The word for ""purple"" is ""viola"". Student: par de mesa viola Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e accanto al"" Student: e accanto al mesa viola Tutor: OK,  ""table"" is  ""tavolo"" Student: par de tavolo viola Tutor: al (""to the"", or ""of the"") is used when the following word (tavolo) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the""). Student: e accanto al tavolo viola Tutor: Please try to fill in the blank in Italian. ",al encima tavolo giollo,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: al encima tavolo giollo Tutor: Okay, I'll give you a hint.  ""is on top of the"" is  ""e in cima al""",e in cima al tavolo giollo,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: al encima tavolo giollo Tutor: Okay, I'll give you a hint.  ""is on top of the"" is  ""e in cima al"" Student: e in cima al tavolo giollo Tutor: Hmm...  ""yellow"" is  ""giallo""",e in cima al tavolo giallo,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: al encima tavolo giollo Tutor: Okay, I'll give you a hint.  ""is on top of the"" is  ""e in cima al"" Student: e in cima al tavolo giollo Tutor: Hmm...  ""yellow"" is  ""giallo"" Student: e in cima al tavolo giallo Tutor: Please try to fill in the blank in Italian. ",e bajo tavolo viola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: e bajo tavolo viola Tutor: Well,  ""is under the"" is  ""e sotto il""",e sotto il tavolo viola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: e bajo tavolo viola Tutor: Well,  ""is under the"" is  ""e sotto il"" Student: e sotto il tavolo viola Tutor: Please try to fill in the blank in Italian. ",e dentro caja viola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: e dentro caja viola Tutor: Well,  ""is inside of the"" is  ""e dentro la""",e dentro la caja viola,"[True, False, False, False]"
" Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian. ",what is blue in italian?,"[False, True, False, False]"
" Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: what is blue in italian? Tutor: Can you give me your best guess?",blueo,"[True, False, False, False]"
" Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: what is blue in italian? Tutor: Can you give me your best guess? Student: blueo Tutor: Remember that  ""is behind the"" is  ""e dietro il""",e dietro il blueo cato,"[True, False, False, False]"
" Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: what is blue in italian? Tutor: Can you give me your best guess? Student: blueo Tutor: Remember that  ""is behind the"" is  ""e dietro il"" Student: e dietro il blueo cato Tutor: Hmm...  ""is behind the"" is ""e dietro il""",e dietro il,"[True, False, False, False]"
" Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: what is blue in italian? Tutor: Can you give me your best guess? Student: blueo Tutor: Remember that  ""is behind the"" is  ""e dietro il"" Student: e dietro il blueo cato Tutor: Hmm...  ""is behind the"" is ""e dietro il"" Student: e dietro il Tutor: Hmm...  ""cat"" is  ""gatto""",e dietro il gatto,"[True, False, False, False]"
" Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: what is blue in italian? Tutor: Can you give me your best guess? Student: blueo Tutor: Remember that  ""is behind the"" is  ""e dietro il"" Student: e dietro il blueo cato Tutor: Hmm...  ""is behind the"" is ""e dietro il"" Student: e dietro il Tutor: Hmm...  ""cat"" is  ""gatto"" Student: e dietro il gatto Tutor: Remember that  ""blue"" is  ""blu""",e dietro il blu gatto,"[True, False, False, False]"
" Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: what is blue in italian? Tutor: Can you give me your best guess? Student: blueo Tutor: Remember that  ""is behind the"" is  ""e dietro il"" Student: e dietro il blueo cato Tutor: Hmm...  ""is behind the"" is ""e dietro il"" Student: e dietro il Tutor: Hmm...  ""cat"" is  ""gatto"" Student: e dietro il gatto Tutor: Remember that  ""blue"" is  ""blu"" Student: e dietro il blu gatto Tutor: il (""the"") is used for when the following word (gatto) is masculine.",Is gatto masculine or feminine?,"[False, True, False, False]"
" Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: what is blue in italian? Tutor: Can you give me your best guess? Student: blueo Tutor: Remember that  ""is behind the"" is  ""e dietro il"" Student: e dietro il blueo cato Tutor: Hmm...  ""is behind the"" is ""e dietro il"" Student: e dietro il Tutor: Hmm...  ""cat"" is  ""gatto"" Student: e dietro il gatto Tutor: Remember that  ""blue"" is  ""blu"" Student: e dietro il blu gatto Tutor: il (""the"") is used for when the following word (gatto) is masculine. Student: Is gatto masculine or feminine? Tutor: Prepositional phrases separate the two noun phrases.",Are there two noun phrases in the sentence?,"[False, True, False, False]"
" Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: what is blue in italian? Tutor: Can you give me your best guess? Student: blueo Tutor: Remember that  ""is behind the"" is  ""e dietro il"" Student: e dietro il blueo cato Tutor: Hmm...  ""is behind the"" is ""e dietro il"" Student: e dietro il Tutor: Hmm...  ""cat"" is  ""gatto"" Student: e dietro il gatto Tutor: Remember that  ""blue"" is  ""blu"" Student: e dietro il blu gatto Tutor: il (""the"") is used for when the following word (gatto) is masculine. Student: Is gatto masculine or feminine? Tutor: Prepositional phrases separate the two noun phrases. Student: Are there two noun phrases in the sentence? Tutor: Adjectives (such as color words) follow the noun they modify in Italian.",e dietro il gatto blu,"[True, False, False, False]"
" Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: what is blue in italian? Tutor: Can you give me your best guess? Student: blueo Tutor: Remember that  ""is behind the"" is  ""e dietro il"" Student: e dietro il blueo cato Tutor: Hmm...  ""is behind the"" is ""e dietro il"" Student: e dietro il Tutor: Hmm...  ""cat"" is  ""gatto"" Student: e dietro il gatto Tutor: Remember that  ""blue"" is  ""blu"" Student: e dietro il blu gatto Tutor: il (""the"") is used for when the following word (gatto) is masculine. Student: Is gatto masculine or feminine? Tutor: Prepositional phrases separate the two noun phrases. Student: Are there two noun phrases in the sentence? Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: e dietro il gatto blu Tutor: Please try to fill in the blank in Italian. ",How can I say on top of the table?,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How can I say on top of the table? Tutor: OK,  ""is on top of the"" is ""e in cima al""",il gatto e in cima al table blu,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How can I say on top of the table? Tutor: OK,  ""is on top of the"" is ""e in cima al"" Student: il gatto e in cima al table blu Tutor: Well,  ""table"" is  ""tavolo""",il gatto e in cima al tavolo blu,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How can I say on top of the table? Tutor: OK,  ""is on top of the"" is ""e in cima al"" Student: il gatto e in cima al table blu Tutor: Well,  ""table"" is  ""tavolo"" Student: il gatto e in cima al tavolo blu Tutor: Please try to fill in the blank in Italian. ",how can i say next to in Italian?,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: how can i say next to in Italian? Tutor: Great, now do you remember how to say green?",greenio,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: how can i say next to in Italian? Tutor: Great, now do you remember how to say green? Student: greenio Tutor: Remember what dog is in Italian, is cane",How do I say green?,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: how can i say next to in Italian? Tutor: Great, now do you remember how to say green? Student: greenio Tutor: Remember what dog is in Italian, is cane Student: How do I say green? Tutor: OK,  ""green"" is ""verde""","How do I say ""is next to the""?","[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: how can i say next to in Italian? Tutor: Great, now do you remember how to say green? Student: greenio Tutor: Remember what dog is in Italian, is cane Student: How do I say green? Tutor: OK,  ""green"" is ""verde"" Student: How do I say ""is next to the""? Tutor: Okay, I'll give you a hint.  ""is next to the"" is ""e vicino al""",e vicino al cane verde,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: how can i say next to in Italian? Tutor: Great, now do you remember how to say green? Student: greenio Tutor: Remember what dog is in Italian, is cane Student: How do I say green? Tutor: OK,  ""green"" is ""verde"" Student: How do I say ""is next to the""? Tutor: Okay, I'll give you a hint.  ""is next to the"" is ""e vicino al"" Student: e vicino al cane verde Tutor: Please try to fill in the blank in Italian. ",How do I say bunny?,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do I say bunny? Tutor: Almost. Here's a hint.  The word for ""green"" is ""verde"".",e vicino al bunny verde,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do I say bunny? Tutor: Almost. Here's a hint.  The word for ""green"" is ""verde"". Student: e vicino al bunny verde Tutor: Remember what bunny is in Italian, is cane",e vicino al cane verde,"[True, False, False, False]"
" Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian. ",How do you say bed in Italian?,"[False, True, False, False]"
" Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.']","So, letto means bed?","[False, True, False, False]"
" Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.'] Student: So, letto means bed? Tutor: Remember that  ""bed"" is  ""letto""","Ok, I think I have it then,","[False, False, True, False]"
" Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.'] Student: So, letto means bed? Tutor: Remember that  ""bed"" is  ""letto"" Student: Ok, I think I have it then, Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary.",la palla e sotto il letto,"[True, False, False, False]"
" Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.'] Student: So, letto means bed? Tutor: Remember that  ""bed"" is  ""letto"" Student: Ok, I think I have it then, Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: la palla e sotto il letto Tutor: Remember that  ""blue"" is  ""blu""",la palla e sotto il blu letto,"[True, False, False, False]"
" Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.'] Student: So, letto means bed? Tutor: Remember that  ""bed"" is  ""letto"" Student: Ok, I think I have it then, Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: la palla e sotto il letto Tutor: Remember that  ""blue"" is  ""blu"" Student: la palla e sotto il blu letto Tutor: Bed is letto and bed is cane. Please try again",How can bed be both letto and cane?,"[False, True, False, False]"
" Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.'] Student: So, letto means bed? Tutor: Remember that  ""bed"" is  ""letto"" Student: Ok, I think I have it then, Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: la palla e sotto il letto Tutor: Remember that  ""blue"" is  ""blu"" Student: la palla e sotto il blu letto Tutor: Bed is letto and bed is cane. Please try again Student: How can bed be both letto and cane? Tutor: Well,  ""bed"" is "" letto""",So then what is cane?,"[False, True, False, False]"
" Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.'] Student: So, letto means bed? Tutor: Remember that  ""bed"" is  ""letto"" Student: Ok, I think I have it then, Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: la palla e sotto il letto Tutor: Remember that  ""blue"" is  ""blu"" Student: la palla e sotto il blu letto Tutor: Bed is letto and bed is cane. Please try again Student: How can bed be both letto and cane? Tutor: Well,  ""bed"" is "" letto"" Student: So then what is cane? Tutor: il (""the"") is used for when the following word (letto) is masculine.",That makes sense.,"[False, False, True, False]"
" Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.'] Student: So, letto means bed? Tutor: Remember that  ""bed"" is  ""letto"" Student: Ok, I think I have it then, Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: la palla e sotto il letto Tutor: Remember that  ""blue"" is  ""blu"" Student: la palla e sotto il blu letto Tutor: Bed is letto and bed is cane. Please try again Student: How can bed be both letto and cane? Tutor: Well,  ""bed"" is "" letto"" Student: So then what is cane? Tutor: il (""the"") is used for when the following word (letto) is masculine. Student: That makes sense. Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary.","So is it, la palla e sotto il blu letto?","[False, True, False, False]"
" Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.'] Student: So, letto means bed? Tutor: Remember that  ""bed"" is  ""letto"" Student: Ok, I think I have it then, Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: la palla e sotto il letto Tutor: Remember that  ""blue"" is  ""blu"" Student: la palla e sotto il blu letto Tutor: Bed is letto and bed is cane. Please try again Student: How can bed be both letto and cane? Tutor: Well,  ""bed"" is "" letto"" Student: So then what is cane? Tutor: il (""the"") is used for when the following word (letto) is masculine. Student: That makes sense. Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: So is it, la palla e sotto il blu letto? Tutor: Adjectives (such as color words) follow the noun they modify in Italian.","Oh ok, so blu comes after letto?","[False, True, False, False]"
" Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.'] Student: So, letto means bed? Tutor: Remember that  ""bed"" is  ""letto"" Student: Ok, I think I have it then, Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: la palla e sotto il letto Tutor: Remember that  ""blue"" is  ""blu"" Student: la palla e sotto il blu letto Tutor: Bed is letto and bed is cane. Please try again Student: How can bed be both letto and cane? Tutor: Well,  ""bed"" is "" letto"" Student: So then what is cane? Tutor: il (""the"") is used for when the following word (letto) is masculine. Student: That makes sense. Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: So is it, la palla e sotto il blu letto? Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: Oh ok, so blu comes after letto? Tutor: Remember that  ""blue"" is ""blu""",la palla e sotto il letto blu,"[True, False, False, False]"
" Tutor: ""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.  Student: How do you say bed in Italian? Tutor: ['il (""the"") is used for when the following word (letto) is masculine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.'] Student: So, letto means bed? Tutor: Remember that  ""bed"" is  ""letto"" Student: Ok, I think I have it then, Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: la palla e sotto il letto Tutor: Remember that  ""blue"" is  ""blu"" Student: la palla e sotto il blu letto Tutor: Bed is letto and bed is cane. Please try again Student: How can bed be both letto and cane? Tutor: Well,  ""bed"" is "" letto"" Student: So then what is cane? Tutor: il (""the"") is used for when the following word (letto) is masculine. Student: That makes sense. Tutor: Sure, it's ""e sotto."" Then add ""il"" for ""the,"" if necessary. Student: So is it, la palla e sotto il blu letto? Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: Oh ok, so blu comes after letto? Tutor: Remember that  ""blue"" is ""blu"" Student: la palla e sotto il letto blu Tutor: Please try to fill in the blank in Italian. ","How do you say, next to?","[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say, next to? Tutor: Okay, I'll give you a hint.  ""is next to the"" is ""e accanto al""",And how do you say green?,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say, next to? Tutor: Okay, I'll give you a hint.  ""is next to the"" is ""e accanto al"" Student: And how do you say green? Tutor: Remember that  ""green"" is ""verde""",il cane e accanto al letto verde,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say, next to? Tutor: Okay, I'll give you a hint.  ""is next to the"" is ""e accanto al"" Student: And how do you say green? Tutor: Remember that  ""green"" is ""verde"" Student: il cane e accanto al letto verde Tutor: Please try to fill in the blank in Italian. ",How do you say in front of?,"[False, True, False, False]"
 Tutor: Please try to fill in the blank in Italian.  Student: How do you say in front of? Tutor: Why don't you try filling in what you can.,il coniglio e front il tree verde,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say in front of? Tutor: Why don't you try filling in what you can. Student: il coniglio e front il tree verde Tutor: Remember what tree is in Italian, is cane",il coniglio e front il cane verde,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say in front of? Tutor: Why don't you try filling in what you can. Student: il coniglio e front il tree verde Tutor: Remember what tree is in Italian, is cane Student: il coniglio e front il cane verde Tutor: Tree is all'albero and tree is cane. Please try again",il coniglio e sotto all'albero verde,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say in front of? Tutor: Why don't you try filling in what you can. Student: il coniglio e front il tree verde Tutor: Remember what tree is in Italian, is cane Student: il coniglio e front il cane verde Tutor: Tree is all'albero and tree is cane. Please try again Student: il coniglio e sotto all'albero verde Tutor: Hmm...  ""is in front of the"" is  ""e di fronte""",il coniglio e di fronte all'albero verde,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say in front of? Tutor: Why don't you try filling in what you can. Student: il coniglio e front il tree verde Tutor: Remember what tree is in Italian, is cane Student: il coniglio e front il cane verde Tutor: Tree is all'albero and tree is cane. Please try again Student: il coniglio e sotto all'albero verde Tutor: Hmm...  ""is in front of the"" is  ""e di fronte"" Student: il coniglio e di fronte all'albero verde Tutor: Please try to fill in the blank in Italian. ",il coniglio e inside de caja amarillo,"[True, False, False, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian. ",how do you say in front of the pink bunny?,"[False, True, False, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink?",rosa,"[False, False, True, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary.",il cane e di di di fronte rosa?,"[False, False, True, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa? Tutor: Can you try filling in the blank to the best of your ability?",I did I just don't know bunny,"[False, False, True, False]"
" Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: how do you say in front of the pink bunny? Tutor: Great, now do you remember how to say pink? Student: rosa Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary. Student: il cane e di di di fronte rosa? Tutor: Can you try filling in the blank to the best of your ability? Student: I did I just don't know bunny Tutor: Sure, it's ""e di di fronte."" Then add ""al"" for ""the,"" if necessary.","I asked about the word for bunny, I know that part.","[False, True, False, False]"
